ID,year,age,sex,status,education,jobclass,health,health_ins,logwage,wage
2561,2008,28,Male,Married,HS Grad,Industrial,Very Good,No,4.62324929,101.8243521
2562,2003,54,Male,Married,Advanced Degree,Information,Very Good,No,5,148.4131591
2563,2005,34,Male,Married,Advanced Degree,Information,Very Good,Yes,5.069231363,159.0520271
2564,2004,50,Male,Married,College Grad,Information,Very Good,Yes,4.698970004,109.8339856
2565,2005,36,Male,Married,Advanced Degree,Information,Very Good,Yes,4.942008053,140.0511976
2566,2005,36,Male,Married,College Grad,Industrial,Very Good,Yes,4.885468649,132.3524777
2567,2005,71,Male,Widowed,Some College,Industrial,Good,Yes,4.77815125,118.8843593
2568,2006,31,Male,Never Married,Advanced Degree,Information,Very Good,Yes,4.579783597,97.49329405
2569,2005,43,Male,Married,Advanced Degree,Information,Good,Yes,4.903089987,134.7053751
2570,2007,20,Male,Never Married,Some College,Industrial,Good,No,4.278753601,72.15045568
2571,2007,23,Male,Never Married,Less than HS Grad,Industrial,Very Good,Yes,4.477121255,87.98103279
2572,2007,42,Male,Divorced,HS Grad,Industrial,Good,No,3.903089987,49.55533812
2573,2005,41,Male,Married,Advanced Degree,Information,Very Good,Yes,5.004321374,149.0558956
2574,2009,27,Male,Married,Advanced Degree,Information,Very Good,Yes,4.806179974,122.2636739
2575,2008,29,Male,Married,Some College,Industrial,Good,No,4.62324929,101.8243521
2576,2008,41,Male,Divorced,Some College,Industrial,Good,Yes,4.602059991,99.6894637
2577,2003,41,Male,Married,HS Grad,Industrial,Good,Yes,4.653212514,104.9215065
2578,2003,22,Male,Never Married,Some College,Information,Good,No,4.397940009,81.28325328
2579,2003,39,Male,Married,HS Grad,Industrial,Good,Yes,4.301029996,73.77574327
2580,2008,50,Male,Married,College Grad,Industrial,Very Good,No,4.414973348,82.6796373
2581,2006,49,Male,Never Married,College Grad,Industrial,Good,Yes,5,148.4131591
2582,2003,42,Male,Married,Some College,Information,Very Good,Yes,4.77815125,118.8843593
2583,2008,38,Male,Married,HS Grad,Information,Very Good,Yes,4.86332286,129.4536446
2584,2004,55,Male,Married,College Grad,Information,Good,No,4.903089987,134.7053751
2585,2005,47,Male,Never Married,HS Grad,Industrial,Good,No,4.380211242,79.85490031
2586,2007,52,Male,Married,Less than HS Grad,Information,Very Good,No,4.221153322,68.11199407
2587,2009,56,Male,Divorced,College Grad,Industrial,Very Good,No,3.698970004,40.40566526
2588,2007,30,Male,Married,Some College,Information,Very Good,No,4.880813592,131.7378012
2589,2005,56,Male,Married,HS Grad,Industrial,Good,No,4.903089987,134.7053751
2590,2003,46,Male,Married,HS Grad,Industrial,Good,Yes,4.740362689,114.4757133
2591,2009,43,Male,Married,Less than HS Grad,Information,Very Good,No,4.838849091,126.3238807
2592,2003,35,Male,Married,Some College,Industrial,Good,Yes,4.759667845,116.7071546
2593,2009,58,Male,Married,HS Grad,Industrial,Good,Yes,4.698970004,109.8339856
2594,2009,69,Male,Married,HS Grad,Industrial,Good,Yes,4.397244581,81.22674631
2595,2006,68,Male,Divorced,HS Grad,Information,Good,Yes,4.477121255,87.98103279
2596,2004,52,Male,Married,Some College,Information,Very Good,Yes,4.84509804,127.1157438
2597,2005,46,Male,Never Married,College Grad,Information,Good,Yes,4.653212514,104.9215065
2598,2007,39,Male,Never Married,College Grad,Information,Very Good,Yes,4.681241237,107.9039239
2599,2009,66,Male,Married,College Grad,Industrial,Good,No,4.698970004,109.8339856
2600,2005,30,Male,Married,Advanced Degree,Industrial,Very Good,Yes,4.763427994,117.1468169
2601,2006,30,Male,Divorced,Some College,Industrial,Very Good,Yes,4.681241237,107.9039239
2602,2005,43,Male,Married,HS Grad,Industrial,Very Good,No,4.278753601,72.15045568
2603,2008,49,Male,Married,Advanced Degree,Industrial,Very Good,Yes,5.079181246,160.6424754
2604,2005,54,Male,Married,Advanced Degree,Information,Very Good,Yes,5,148.4131591
2605,2008,48,Male,Divorced,Advanced Degree,Information,Very Good,Yes,4.963787827,143.1349408
2606,2008,37,Male,Separated,Some College,Information,Very Good,No,4.579783597,97.49329405
2607,2007,46,Male,Married,College Grad,Information,Good,Yes,4.954242509,141.7751723
2608,2007,53,Male,Married,HS Grad,Industrial,Very Good,No,5,148.4131591
2609,2009,31,Male,Never Married,College Grad,Industrial,Very Good,Yes,4.698970004,109.8339856
2610,2006,18,Male,Never Married,Some College,Information,Very Good,No,4.079181246,59.09706408
2611,2003,49,Male,Married,College Grad,Information,Very Good,Yes,5.027349608,152.5282169
2612,2006,39,Male,Married,HS Grad,Industrial,Very Good,No,4.397940009,81.28325328
2613,2003,40,Male,Married,HS Grad,Information,Good,No,3.77815125,43.73511168
2614,2008,37,Male,Married,HS Grad,Information,Very Good,Yes,4.568201724,96.37065283
2615,2006,24,Male,Married,HS Grad,Industrial,Very Good,Yes,4.62324929,101.8243521
2616,2007,35,Male,Married,College Grad,Industrial,Very Good,Yes,4.875061263,130.9821774
2617,2007,27,Male,Never Married,HS Grad,Industrial,Very Good,No,4.414973348,82.6796373
2618,2003,44,Male,Never Married,Advanced Degree,Information,Very Good,Yes,4.875061263,130.9821774
2619,2008,46,Male,Married,College Grad,Industrial,Very Good,No,4.491361694,89.24288466
2620,2005,40,Male,Married,Some College,Information,Good,No,4.444044796,85.11853342
2621,2007,39,Male,Married,Advanced Degree,Information,Very Good,Yes,5.113943352,166.3249412
2622,2008,42,Male,Never Married,Less than HS Grad,Industrial,Good,Yes,4.612783857,100.7642728
2623,2003,37,Male,Married,HS Grad,Industrial,Very Good,Yes,4.602059991,99.6894637
2624,2008,58,Male,Married,Some College,Information,Very Good,Yes,4.812913357,123.0896998
2625,2005,40,Male,Married,Advanced Degree,Industrial,Very Good,Yes,5.096910013,163.515864
2626,2003,27,Male,Married,HS Grad,Information,Good,Yes,4.447158031,85.38394038
2627,2003,31,Male,Married,Some College,Information,Very Good,Yes,4.322219295,75.35567932
2628,2008,44,Male,Married,HS Grad,Industrial,Very Good,No,4.176091259,65.11085372
2629,2003,38,Male,Divorced,HS Grad,Industrial,Very Good,Yes,4.5289167,92.65813017
2630,2004,34,Male,Married,College Grad,Information,Very Good,No,4.924279286,137.5901428
2631,2005,41,Male,Married,HS Grad,Information,Very Good,Yes,4.904174368,134.8515263
2632,2007,20,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,4.283301229,72.4793163
2633,2008,28,Male,Never Married,College Grad,Information,Very Good,Yes,5.18477374,178.5330504
2634,2009,55,Male,Married,College Grad,Information,Very Good,Yes,4.591064607,98.59934386
2635,2008,38,Male,Married,College Grad,Information,Good,No,4.748188027,115.3750386
2636,2005,33,Male,Never Married,HS Grad,Industrial,Good,No,4.301029996,73.77574327
2637,2009,43,Male,Never Married,HS Grad,Industrial,Good,Yes,3.602059991,36.6737042
2638,2006,50,Male,Married,College Grad,Information,Very Good,Yes,4.812913357,123.0896998
2639,2008,55,Male,Married,College Grad,Information,Very Good,Yes,4.477121255,87.98103279
2640,2005,24,Male,Never Married,Some College,Information,Very Good,No,4.303196057,73.93571929
2641,2008,41,Male,Married,College Grad,Information,Very Good,Yes,5.176091259,176.9896505
2642,2009,37,Male,Divorced,College Grad,Information,Good,No,4.77815125,118.8843593
2643,2005,42,Male,Married,Some College,Information,Good,Yes,4.903089987,134.7053751
2644,2004,25,Male,Never Married,College Grad,Information,Very Good,Yes,4.505149978,90.48191336
2645,2005,45,Male,Married,Advanced Degree,Information,Very Good,Yes,5,148.4131591
2646,2009,40,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.397940009,81.28325328
2647,2004,43,Male,Married,Advanced Degree,Information,Very Good,Yes,4.875061263,130.9821774
2648,2006,50,Male,Married,Some College,Industrial,Very Good,Yes,5.176091259,176.9896505
2649,2003,42,Male,Never Married,HS Grad,Information,Good,Yes,4.414973348,82.6796373
2650,2003,38,Male,Married,HS Grad,Industrial,Good,Yes,4.880813592,131.7378012
2651,2006,44,Male,Divorced,Less than HS Grad,Industrial,Very Good,Yes,4.414973348,82.6796373
2652,2007,19,Male,Never Married,Some College,Industrial,Good,No,3.72427587,41.44121303
2653,2004,44,Male,Never Married,Some College,Information,Very Good,Yes,4.763427994,117.1468169
2654,2003,26,Male,Never Married,Less than HS Grad,Industrial,Very Good,Yes,4.301029996,73.77574327
2655,2005,54,Male,Married,HS Grad,Industrial,Good,Yes,4.462397998,86.69515483
2656,2006,32,Male,Married,College Grad,Industrial,Very Good,Yes,4.602059991,99.6894637
2657,2008,49,Male,Married,College Grad,Information,Very Good,Yes,4.954242509,141.7751723
2658,2005,35,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.260071388,70.81503862
2659,2007,34,Male,Married,Less than HS Grad,Information,Very Good,No,4.278753601,72.15045568
2660,2003,23,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,4,54.59815003
2661,2008,60,Male,Married,Some College,Information,Good,Yes,4.84509804,127.1157438
2662,2006,54,Male,Married,Advanced Degree,Information,Good,Yes,4.301029996,73.77574327
2663,2003,31,Male,Married,Some College,Information,Very Good,No,4.939519253,139.7030715
2664,2006,47,Male,Married,College Grad,Information,Very Good,No,5.079181246,160.6424754
2665,2003,48,Male,Divorced,HS Grad,Industrial,Good,No,3.176091259,23.95294448
2666,2005,48,Male,Married,College Grad,Information,Good,Yes,4.748188027,115.3750386
2667,2004,35,Male,Married,HS Grad,Information,Good,No,4.740362689,114.4757133
2668,2006,55,Male,Married,Advanced Degree,Information,Very Good,Yes,4.84509804,127.1157438
2669,2004,35,Male,Married,Advanced Degree,Information,Very Good,Yes,4.924279286,137.5901428
2670,2009,37,Male,Married,College Grad,Information,Very Good,Yes,5.176091259,176.9896505
2671,2003,27,Male,Never Married,HS Grad,Information,Very Good,No,3.147367108,23.27470405
2672,2007,64,Male,Married,HS Grad,Information,Very Good,Yes,4.505149978,90.48191336
2673,2003,52,Male,Divorced,HS Grad,Industrial,Good,Yes,4.301029996,73.77574327
2674,2007,47,Male,Separated,Less than HS Grad,Information,Very Good,No,4.414973348,82.6796373
2675,2003,26,Male,Never Married,HS Grad,Industrial,Very Good,No,4.041392685,56.90553914
2676,2005,41,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.857332496,128.6804882
2677,2009,22,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.318063335,75.04315402
2678,2004,76,Male,Married,Some College,Industrial,Good,No,4.301029996,73.77574327
2679,2006,46,Male,Married,HS Grad,Industrial,Good,Yes,4.682740581,108.0658303
2680,2006,39,Male,Married,Some College,Industrial,Good,Yes,4.812913357,123.0896998
2681,2006,39,Male,Married,Advanced Degree,Industrial,Very Good,Yes,5.626899559,277.7994802
2682,2004,23,Male,Never Married,Some College,Industrial,Good,Yes,4.301029996,73.77574327
2683,2006,49,Male,Married,Some College,Industrial,Very Good,Yes,4.819543936,123.9085676
2684,2009,44,Male,Married,Less than HS Grad,Industrial,Good,No,4.477121255,87.98103279
2685,2006,20,Male,Never Married,HS Grad,Industrial,Very Good,No,4.255272505,70.47601965
2686,2005,43,Male,Married,Advanced Degree,Information,Very Good,Yes,5.626186335,277.6014175
2687,2006,42,Male,Married,College Grad,Information,Very Good,Yes,5,148.4131591
2688,2009,46,Male,Married,College Grad,Information,Very Good,Yes,4.740362689,114.4757133
2689,2009,33,Male,Never Married,College Grad,Information,Very Good,Yes,4.602059991,99.6894637
2690,2003,62,Male,Married,Advanced Degree,Information,Very Good,Yes,5.591980114,268.266292
2691,2006,38,Male,Married,Some College,Information,Good,Yes,4.875061263,130.9821774
2692,2005,43,Male,Married,College Grad,Industrial,Very Good,No,4.698970004,109.8339856
2693,2005,46,Male,Divorced,College Grad,Information,Very Good,Yes,5.626186335,277.6014175
2694,2006,18,Male,Never Married,HS Grad,Industrial,Very Good,No,4.301029996,73.77574327
2695,2009,63,Male,Married,Advanced Degree,Information,Good,No,5.590617833,267.9010869
2696,2006,43,Male,Never Married,Advanced Degree,Industrial,Very Good,Yes,4.785329835,119.7408513
2697,2009,44,Male,Married,College Grad,Information,Very Good,Yes,4.954242509,141.7751723
2698,2008,53,Male,Never Married,Some College,Information,Good,Yes,4.854002233,128.2526611
2699,2008,58,Male,Never Married,Less than HS Grad,Information,Good,Yes,4.505149978,90.48191336
2700,2003,23,Male,Never Married,College Grad,Industrial,Very Good,No,4.342422681,76.89360252
2701,2004,50,Male,Married,College Grad,Information,Very Good,Yes,4.84509804,127.1157438
2702,2004,35,Male,Never Married,Advanced Degree,Information,Very Good,Yes,4.77815125,118.8843593
2703,2006,38,Male,Married,Advanced Degree,Information,Good,Yes,5.301029996,200.5432623
2704,2004,36,Male,Married,HS Grad,Industrial,Good,Yes,4.477121255,87.98103279
2705,2005,32,Male,Married,Advanced Degree,Information,Very Good,Yes,5,148.4131591
2706,2003,56,Male,Married,Advanced Degree,Information,Very Good,Yes,5.591980114,268.266292
2707,2005,41,Male,Married,Some College,Information,Very Good,No,4.477121255,87.98103279
2708,2004,40,Male,Never Married,HS Grad,Industrial,Good,No,4.602059991,99.6894637
2709,2004,26,Male,Never Married,College Grad,Industrial,Very Good,No,4.414973348,82.6796373
2710,2006,26,Male,Married,HS Grad,Information,Very Good,Yes,4.875061263,130.9821774
2711,2008,47,Male,Divorced,College Grad,Information,Very Good,Yes,4.69019608,108.8745258
2712,2007,25,Male,Never Married,College Grad,Information,Very Good,No,4,54.59815003
2713,2006,58,Male,Married,Some College,Information,Good,No,5.735189959,309.5717713
2714,2008,57,Male,Married,HS Grad,Information,Very Good,No,4.415006754,82.68239934
2715,2003,30,Male,Never Married,Less than HS Grad,Information,Very Good,No,4.088136089,59.62864555
2716,2007,44,Male,Married,College Grad,Information,Very Good,Yes,5.113943352,166.3249412
2717,2009,29,Male,Married,HS Grad,Industrial,Very Good,No,4.380211242,79.85490031
2718,2007,51,Male,Married,College Grad,Industrial,Good,No,4.77815125,118.8843593
2719,2006,37,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.531478917,92.89584479
2720,2004,67,Male,Married,Advanced Degree,Information,Good,Yes,5.079181246,160.6424754
2721,2009,34,Male,Married,Less than HS Grad,Industrial,Very Good,No,4.255272505,70.47601965
2722,2003,50,Male,Married,Advanced Degree,Information,Very Good,Yes,4.792391689,120.5894365
2723,2005,38,Male,Married,HS Grad,Industrial,Very Good,Yes,5.079181246,160.6424754
2724,2008,55,Male,Married,College Grad,Information,Very Good,Yes,5.146128036,171.7651326
2725,2003,27,Male,Never Married,Some College,Industrial,Good,Yes,4.792391689,120.5894365
2726,2007,39,Male,Married,Some College,Industrial,Very Good,Yes,4.903089987,134.7053751
2727,2007,54,Male,Married,Some College,Industrial,Good,Yes,5,148.4131591
2728,2008,55,Male,Divorced,Advanced Degree,Information,Good,Yes,4.86332286,129.4536446
2729,2003,49,Male,Married,Some College,Information,Good,No,4.903089987,134.7053751
2730,2003,42,Male,Married,Less than HS Grad,Industrial,Good,No,4.041392685,56.90553914
2731,2005,39,Male,Married,College Grad,Industrial,Very Good,No,4.477121255,87.98103279
2732,2003,32,Male,Never Married,HS Grad,Industrial,Very Good,Yes,4.221153322,68.11199407
2733,2005,39,Male,Married,Some College,Industrial,Very Good,Yes,4.857332496,128.6804882
2734,2003,50,Male,Married,Advanced Degree,Information,Very Good,Yes,4.903089987,134.7053751
2735,2004,47,Male,Married,HS Grad,Industrial,Very Good,No,4.544068044,94.07271475
2736,2003,40,Male,Never Married,Some College,Industrial,Very Good,No,4.477121255,87.98103279
2737,2006,51,Male,Never Married,Some College,Information,Very Good,Yes,4.77815125,118.8843593
2738,2009,28,Male,Married,Some College,Industrial,Very Good,No,4.230448921,68.74808773
2739,2007,53,Male,Divorced,Some College,Industrial,Very Good,Yes,4.544068044,94.07271475
2740,2005,54,Male,Married,Some College,Information,Very Good,Yes,4.77815125,118.8843593
2741,2009,51,Male,Married,College Grad,Information,Very Good,Yes,4.51851394,91.69922611
2742,2008,33,Male,Married,Advanced Degree,Industrial,Very Good,No,4.903089987,134.7053751
2743,2008,55,Male,Married,College Grad,Industrial,Very Good,No,4.84509804,127.1157438
2744,2003,44,Male,Married,Advanced Degree,Industrial,Very Good,Yes,4.612783857,100.7642728
2745,2009,30,Male,Married,Some College,Industrial,Very Good,Yes,4.662757832,105.9278108
2746,2005,40,Male,Married,Advanced Degree,Information,Good,Yes,4.477121255,87.98103279
2747,2007,26,Male,Married,HS Grad,Industrial,Good,No,4.602059991,99.6894637
2748,2006,49,Male,Married,College Grad,Information,Good,Yes,4.72427587,112.6488963
2749,2004,43,Male,Married,Advanced Degree,Industrial,Very Good,Yes,5.096910013,163.515864
2750,2004,43,Male,Never Married,Some College,Industrial,Very Good,Yes,4.414973348,82.6796373
2751,2008,44,Male,Married,HS Grad,Industrial,Very Good,Yes,4.380211242,79.85490031
2752,2006,32,Male,Never Married,College Grad,Industrial,Very Good,No,3.903089987,49.55533812
2753,2009,34,Male,Married,Advanced Degree,Information,Very Good,Yes,5.029383778,152.838801
2754,2009,36,Male,Married,College Grad,Information,Good,Yes,5,148.4131591
2755,2006,51,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,4.619093331,101.4020523
2756,2007,42,Male,Married,Some College,Information,Good,No,4.561101384,95.68881191
2757,2003,60,Male,Married,Advanced Degree,Industrial,Good,Yes,4.77815125,118.8843593
